checking_status,duration,credit_history,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2,72,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,0,1,0
1,24,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,0,1,1
4,18,3,1453,1,2,3,2,1,1,1,26,3,2,1,3,1,0,1,1
4,6,3,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,0,1,1
4,12,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,1,1,1
4,15,4,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,0,1,1
4,24,5,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,1,1,1
2,36,4,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,1,1,1
4,60,3,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,1,1,1
3,10,5,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,1,1,1
2,36,4,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,0,1,1
4,9,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,1,1,1
1,12,3,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,0,1,1
1,15,5,975,1,3,2,1,1,3,2,25,3,2,2,3,1,0,1,1
2,15,3,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,0,1,1
2,24,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,0,1,1
1,6,5,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,0,1,1
4,24,3,2284,1,4,4,3,1,2,3,28,3,2,1,3,1,1,1,1
4,6,3,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,0,1,1
2,12,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,0,0,1
4,12,5,926,1,1,1,2,1,2,2,38,3,2,1,1,1,0,1,1
4,18,5,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,0,1,1
3,15,3,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,1,1,1
4,12,3,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,0,1,0
1,48,5,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,1,1,0
3,24,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,1,1,1
2,30,4,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,0,1,1
2,27,3,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,1,1,1
4,15,3,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,0,1,1
2,48,3,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,0,1,0
2,12,1,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,0,1,0
2,9,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,0,1,1
2,9,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,0,1,1
4,18,5,629,3,5,4,3,1,3,2,32,1,2,2,4,1,1,1,1
1,6,2,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,0,1,0
4,21,3,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,1,1,1
1,9,5,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,0,1,1
2,60,3,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,1,1,0
4,30,5,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,0,1,1
4,30,5,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,1,1,1
4,18,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,1,1,1
3,24,5,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,1,1,1
2,20,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,1,1,1
3,9,1,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,1,1,0
2,6,2,433,4,2,4,2,1,2,2,24,1,1,1,3,2,0,1,0
1,12,3,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,0,1,0
2,9,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,0,1,1
4,27,3,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,0,1,0
4,6,5,250,4,3,2,2,1,2,1,41,1,2,2,2,1,0,1,1
4,15,5,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,0,1,1
1,18,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,0,1,0
2,48,2,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,0,1,0
3,24,5,1275,4,3,2,1,1,4,1,36,3,2,2,3,1,1,1,1
2,24,4,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,0,1,1
1,24,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,0,1,0
2,8,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,0,1,1
4,24,3,2603,4,3,2,2,1,4,3,28,3,1,1,3,1,1,1,1
4,4,5,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,0,1,1
2,36,2,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,0,1,1
2,24,3,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,0,1,0
1,18,3,4380,2,3,3,3,1,4,3,35,3,2,1,2,2,1,1,1
4,6,5,6761,1,4,1,3,1,3,4,45,3,2,2,4,2,1,1,1
2,30,1,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,0,1,0
1,24,2,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,0,1,1
2,10,2,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,0,1,1
4,21,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,1,1,1
1,24,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,1,1,1
1,39,5,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,1,1,1
1,13,5,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,0,1,1
1,15,3,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,0,1,1
1,12,3,1274,1,2,3,2,1,1,1,37,3,2,1,2,1,0,1,0
4,21,3,5248,5,3,1,3,1,3,3,26,3,2,1,3,1,0,1,1
4,15,3,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,0,1,1
1,6,3,428,1,5,2,2,1,1,2,49,1,2,1,3,1,1,1,1
1,18,3,976,1,2,1,2,1,2,3,23,3,2,1,2,1,0,1,0
2,12,3,841,2,4,2,2,1,4,1,23,3,1,1,2,1,0,1,1
4,30,5,5771,1,4,4,2,1,2,3,25,3,2,2,3,1,0,1,1
4,12,4,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,0,1,0
1,24,3,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,0,1,0
3,6,5,1299,1,3,1,3,1,1,1,74,3,2,3,1,2,0,0,1
3,15,5,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,1,1,0
4,24,3,1393,1,3,2,3,3,2,1,31,3,2,1,3,1,1,1,1
1,12,5,691,1,5,4,3,1,3,2,35,3,2,2,3,1,0,1,0
4,15,5,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,1,1,1
1,18,5,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,0,1,0
1,12,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,0,1,1
4,21,5,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,1,1,0
4,24,5,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,1,1,1
2,12,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,0,1,1
1,30,3,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,0,1,0
4,10,3,2901,5,2,1,2,1,4,1,31,3,1,1,3,1,0,1,1
2,12,5,3617,1,5,1,3,1,4,3,28,3,1,3,3,1,1,1,1
4,12,5,1655,1,5,2,3,1,4,1,63,3,2,2,2,1,1,1,1
1,24,3,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,0,1,1
1,36,5,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,1,1,0
4,21,5,3275,1,5,1,3,1,4,3,36,3,2,1,4,1,1,1,1
4,24,5,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,0,1,1
3,12,5,1480,3,1,2,3,1,4,4,66,1,3,3,1,1,0,1,1
1,24,3,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,0,1,0
4,36,5,3535,1,4,4,3,1,4,3,37,3,2,2,3,1,1,1,1
1,18,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,0,1,1
4,36,5,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,1,1,1
2,18,3,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,1,1,1
2,39,5,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,0,1,0
4,24,5,1940,4,5,4,3,1,4,1,60,3,2,1,3,1,1,1,1
2,12,1,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,1,1,1
2,12,3,836,2,2,4,2,1,2,2,23,1,2,1,2,1,0,1,0
2,20,3,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,1,1,1
2,18,3,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,1,1,1
4,22,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,1,0,1,1
4,48,5,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,1,1,1
2,48,4,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,0,1,0
1,40,5,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,1,1,0
2,21,3,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,0,1,0
4,24,3,6313,5,5,3,3,1,4,3,41,3,2,1,4,2,1,1,1
4,6,5,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,0,1,1
3,24,3,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,0,1,1
4,24,3,3062,3,5,4,3,1,3,4,32,3,1,1,3,1,1,1,1
4,9,3,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,0,1,1
1,18,3,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,1,1,0
4,12,5,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,0,1,1
4,24,4,717,5,5,4,4,1,4,3,54,3,2,2,3,1,1,1,1
2,9,3,1549,5,2,4,3,1,2,1,35,3,2,1,1,1,0,1,1
4,24,5,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,0,1,1
2,18,5,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,1,1,1
1,20,5,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,0,1,1
4,12,5,976,5,5,4,3,1,4,3,35,3,2,2,3,1,0,1,1
2,12,3,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,0,1,1
1,36,3,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,1,1,0
2,6,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,0,0,1
4,12,5,930,5,5,4,3,1,4,1,65,3,2,4,3,1,0,1,1
2,42,2,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,1,1,1
2,15,1,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,0,1,0
2,8,3,907,1,2,3,4,1,2,1,26,3,2,1,3,1,1,1,1
2,6,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,0,1,1
1,36,5,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,1,1,0
1,48,3,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,0,1,0
1,48,3,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,0,1,0
2,36,4,7432,1,3,2,2,1,2,2,54,3,1,1,3,1,0,1,1
4,6,3,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,0,1,1
4,6,5,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,1,1,1
1,36,3,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,0,1,1
1,18,3,1345,1,3,4,4,1,3,1,26,1,2,1,3,1,0,1,0
4,12,3,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,1,1,1
3,12,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,0,1,1
1,36,3,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,0,1,0
1,8,5,731,1,5,4,3,1,4,1,47,3,2,2,2,1,0,1,1
4,18,5,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,1,1,1
1,21,5,1602,1,5,4,4,1,3,3,30,3,2,2,3,1,1,1,1
1,18,5,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,1,1,0
4,18,1,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,0,1,0
1,36,3,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,0,1,0
2,48,4,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,1,1,1
4,24,4,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,1,1,1
1,18,3,1216,1,2,4,2,1,3,3,23,3,1,1,3,1,1,1,0
1,45,1,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,0,1,0
2,24,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,1,1,1,1
3,15,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,0,1,0
1,12,1,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,0,1,0
4,12,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,0,1,1
4,4,3,601,1,2,1,2,1,3,1,23,3,1,1,2,2,0,1,1
1,24,5,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,1,1,1
4,24,5,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,0,1,1
1,36,3,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,0,1,0
4,21,4,2993,1,3,3,3,1,2,1,28,2,2,2,2,1,0,1,1
4,18,3,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,0,1,0
4,24,2,1559,1,4,4,3,1,4,3,50,1,2,1,3,1,1,1,1
4,18,3,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,1,1,1
2,21,3,3976,5,4,2,3,1,3,3,35,3,2,1,3,1,1,1,1
4,18,3,6761,5,3,2,3,1,4,3,68,3,1,2,3,1,0,1,0
4,24,3,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,0,1,1
1,9,3,1364,1,4,3,3,1,4,1,59,3,2,1,3,1,0,1,1
1,12,3,709,1,5,4,3,1,4,1,57,2,2,1,2,1,0,1,0
1,20,5,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,0,0,0
4,24,5,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,1,1,1
4,15,5,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,1,1,1
1,18,2,1442,1,4,4,3,1,4,4,32,3,3,2,2,2,0,1,0
4,36,4,10875,1,5,2,3,1,2,3,45,3,2,2,3,2,1,1,1
4,24,3,1474,2,2,4,4,1,3,1,33,3,2,1,3,1,1,1,1
4,10,3,894,5,4,4,2,1,3,2,40,3,2,1,3,1,1,1,1
4,15,5,3343,1,3,4,3,1,2,4,28,3,3,1,3,1,1,1,1
1,15,3,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,1,1,0
4,9,3,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,0,0,1
4,24,5,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,0,1,1
4,18,4,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,1,1,0
1,24,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,1,1,0
4,27,5,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,1,1,1
4,10,3,2210,1,3,2,3,1,2,1,25,1,1,1,2,1,0,1,0
4,15,3,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,0,1,1
1,18,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,0,1,1
4,12,5,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,0,1,1
4,36,3,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,0,1,1
1,12,3,652,1,5,4,2,1,4,2,24,3,1,1,3,1,0,1,1
4,36,4,7678,3,4,2,2,1,4,3,40,3,2,2,3,1,1,1,1
3,6,5,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,0,0,1
1,24,5,1382,2,4,4,3,1,1,1,26,3,2,2,3,1,1,1,1
4,15,3,874,5,2,4,2,1,1,1,24,3,2,1,3,1,0,1,1
1,12,3,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,0,1,1
2,11,5,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,0,1,1
1,18,2,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,1,1,1
4,36,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,1,0,1,1
1,9,3,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,1,1,0
4,30,5,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,0,1,1
4,24,3,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,1,1,1
4,24,3,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,1,1,1
2,30,5,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,0,1,1
4,18,5,1098,1,1,4,2,1,4,3,65,3,2,2,1,1,0,1,1
2,24,3,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,1,1,0
1,12,3,795,1,2,4,2,1,4,2,53,3,2,1,3,1,0,1,0
2,24,5,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,1,1,1
2,48,3,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,1,1,0
4,36,5,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,1,1,1
4,28,2,7824,5,2,3,3,3,4,1,40,1,1,2,3,2,1,1,1
1,27,5,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,1,1,1
4,15,5,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,1,1,1
1,12,5,2171,1,3,4,3,1,4,2,38,1,2,2,2,1,0,0,1
2,36,5,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,1,1,1
4,18,5,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,1,1,1
4,36,4,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,1,1,1
1,21,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,1,1,1
4,12,5,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,0,0,1
4,15,3,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,0,1,1
1,18,3,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,0,1,0
1,16,5,2625,1,5,2,3,3,4,2,43,1,1,1,3,1,1,1,0
4,20,5,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,1,1,1
4,36,5,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,0,1,1
4,15,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,1,1,1
4,24,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,1,1,1,1
1,12,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,1,1,1
1,21,3,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,0,0,1
2,36,3,3711,5,3,2,4,1,2,3,27,3,2,1,3,1,0,1,1
4,15,4,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,0,1,1
2,9,3,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,0,1,1
4,36,4,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,0,1,1
2,24,5,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,0,1,0
2,30,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,1,0,1,1
4,11,3,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,1,1,1
1,24,2,3161,1,3,4,3,1,2,2,31,3,1,1,3,1,1,1,0
2,48,1,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,1,0,0
4,10,3,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,0,1,1
1,6,3,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,1,1,0
1,24,3,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,0,1,0
1,24,3,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,1,1,0
4,18,5,1817,1,3,4,2,1,2,4,28,3,2,2,3,1,0,1,1
4,48,4,12749,3,4,4,3,1,1,3,37,3,2,1,4,1,1,1,1
1,9,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,0,1,0
2,12,3,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,1,1,1
1,24,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,1,1,1,0
1,12,2,697,1,2,4,3,1,2,3,46,1,2,2,3,1,1,1,0
1,18,5,1049,1,2,4,2,1,4,2,21,3,1,1,3,1,0,1,1
1,48,3,10297,1,4,4,3,1,4,4,39,2,3,3,3,2,1,1,0
4,30,3,1867,5,5,4,3,1,4,3,58,3,2,1,3,1,1,1,1
1,12,4,1344,1,3,4,3,1,2,1,43,3,2,2,2,2,0,1,1
1,24,3,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,0,0,1
2,9,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,1,1,0
4,9,5,1224,1,3,3,3,1,1,1,30,3,2,2,3,1,0,1,1
4,12,5,522,3,5,4,3,1,4,2,42,3,2,2,3,2,1,1,1
1,12,3,1498,1,3,4,2,1,1,3,23,1,2,1,3,1,0,1,1
2,30,4,1919,2,2,4,3,1,3,4,30,2,2,2,4,1,0,1,0
3,9,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,0,1,0
2,6,3,2063,1,2,4,4,1,3,3,30,3,1,1,4,1,1,1,1
2,60,3,6288,1,3,4,3,1,4,4,42,3,3,1,3,1,0,1,0
4,24,5,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,1,1,1
4,12,3,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,1,1,1
4,10,3,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,0,0,1
4,24,3,929,5,4,4,3,1,2,3,31,2,2,1,3,1,1,1,1
4,4,5,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,0,1,1
1,15,3,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,0,1,1
2,48,1,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,0,1,1
1,24,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,1,1,0
4,12,3,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,1,1,1
4,18,3,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,0,1,0
4,24,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,0,1,0
2,18,5,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,1,1,1
1,36,4,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,1,1,0
2,24,3,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,0,1,0
4,36,3,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,1,1,0
1,12,3,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,1,1,1
1,24,5,1231,4,5,4,2,1,4,2,57,3,1,2,4,1,1,1,1
3,30,5,3656,5,5,4,3,1,4,2,49,2,2,2,2,1,0,1,1
2,9,5,1154,1,5,2,3,1,4,1,37,3,2,3,2,1,0,1,1
1,28,3,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,0,1,0
2,24,3,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,0,1,1
4,6,5,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,0,1,1
2,21,4,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,0,1,1
4,15,3,3556,5,3,3,3,1,2,4,29,3,2,1,3,1,0,1,1
4,24,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,1,1,0
2,6,3,454,1,2,3,4,1,1,2,22,3,2,1,2,1,0,1,1
2,30,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,0,1,1
2,27,5,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,0,1,0
4,15,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,1,1,1
4,42,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,1,1,1
1,11,5,3939,1,3,1,3,1,2,1,40,3,2,2,2,2,0,1,1
2,15,3,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,0,1,1
4,24,3,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,0,1,1
1,24,2,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,0,1,0
1,60,3,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,0,1,0
4,30,5,2831,1,3,4,2,1,2,3,33,3,2,1,3,1,1,1,1
3,24,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,0,1,1
2,6,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,0,1,1
2,18,4,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,0,1,1
4,24,4,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,0,1,0
2,15,2,1264,2,3,2,4,1,2,2,25,3,1,1,3,1,0,1,0
2,30,5,8386,1,4,2,3,1,2,2,49,3,2,1,3,1,0,1,0
4,48,3,4844,1,1,3,3,1,2,3,33,1,1,1,4,1,1,1,0
3,21,3,2923,2,3,1,2,1,1,3,28,1,2,1,4,1,1,1,1
1,36,3,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,0,1,0
4,24,5,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,0,1,1
1,15,5,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,0,1,1
3,42,1,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,0,1,1
4,13,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,0,1,1
1,24,3,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,1,1,1
2,24,5,1743,1,5,4,3,1,2,2,48,3,2,2,2,1,0,1,1
4,12,5,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,0,1,1
4,15,2,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,0,1,1
1,18,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,0,1,1
1,36,3,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,1,1,1
4,12,3,2390,5,5,4,3,1,3,3,50,3,2,1,3,1,1,1,1
4,12,3,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,0,1,1
1,30,3,3857,1,3,4,1,1,4,2,40,3,2,1,4,1,1,1,1
4,12,3,804,1,5,4,3,1,4,3,38,3,2,1,3,1,0,1,1
1,45,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,1,1,0
2,45,5,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,0,1,1
